Bar Name,Brand Name,Model,MAE,RMSE,WAPE
Johnson's Bar,Smirnoff,MA-7,129.50719047619046,138.738465057325,2.734392107853438
Johnson's Bar,Smirnoff,MA-14,99.25980952380951,124.96474477888977,2.095754210951238
Johnson's Bar,Smirnoff,MA-30,90.04575555555553,123.23091418146664,1.9012102913473197
Johnson's Bar,Smirnoff,Croston,99.62461569260371,125.05887849552934,2.10345666442258
Johnson's Bar,Smirnoff,SBA,97.01150157464016,124.42693224627268,2.048283831201451
Johnson's Bar,Sutter Home,Mean,93.75376506024098,135.94245007983176,1.644774040108787
Johnson's Bar,Sutter Home,Intermittent Mean,93.75376506024098,135.94245007983176,1.644774040108787
Johnson's Bar,Sutter Home,MA-7,184.6921428571429,193.57504865724056,3.2401561877360554
Johnson's Bar,Sutter Home,MA-14,138.21766666666664,154.95921253671884,2.4248288041730257
Johnson's Bar,Sutter Home,MA-30,110.55839999999995,139.65332139782586,1.9395870247890377
Johnson's Bar,Sutter Home,Croston,92.84792172798292,135.90358850703308,1.6288823306254785
Johnson's Bar,Sutter Home,SBA,91.05557564158377,135.8761045212518,1.5974382140942047
Johnson's Bar,Yellow Tail,Mean,106.00590447154474,148.35126221894487,1.3481610641173185
Johnson's Bar,Yellow Tail,Intermittent Mean,106.00590447154474,148.35126221894484,1.3481610641173185
Johnson's Bar,Yellow Tail,MA-7,111.93133333333337,147.1810277628653,1.423519437025733
Johnson's Bar,Yellow Tail,MA-14,95.28066666666663,153.14732950114848,1.211759718512866
Johnson's Bar,Yellow Tail,MA-30,103.02515555555557,149.3451388175874,1.3102525188293983
Johnson's Bar,Yellow Tail,Croston,111.96413674724015,147.17757238720196,1.4239366240269637
Johnson's Bar,Yellow Tail,SBA,110.29742990987809,147.3954587107652,1.4027397928256151
Smith's Bar,Absolut,Mean,97.00821285140566,130.39911371088328,2.148734779638341
Smith's Bar,Absolut,Intermittent Mean,97.00821285140564,130.39911371088326,2.148734779638341
Smith's Bar,Absolut,MA-7,45.14666666666667,134.0761415514831,1.0
Smith's Bar,Absolut,MA-14,45.14666666666667,134.0761415514831,1.0
Smith's Bar,Absolut,MA-30,99.6122222222222,131.43140628606744,2.206413664107107
Smith's Bar,Absolut,Croston,127.16591363300012,147.2920061023661,2.8167287426092757
Smith's Bar,Absolut,SBA,122.72851795135009,144.26826688592672,2.718440297209467
Smith's Bar,Bacardi,Mean,113.86391179487178,172.24920917199154,1.2608397018522368
Smith's Bar,Bacardi,Intermittent Mean,113.86391179487178,172.24920917199154,1.2608397018522368
Smith's Bar,Bacardi,MA-7,103.80066666666669,178.47308309410593,1.1494072138311855
Smith's Bar,Bacardi,MA-14,116.00866666666666,171.24483383398734,1.2845890360396273
Smith's Bar,Bacardi,MA-30,115.45137777777776,171.49453096171257,1.2784180557401092
Smith's Bar,Bacardi,Croston,113.86945036021788,172.2464651111816,1.2609010315832252
Smith's Bar,Bacardi,SBA,112.69137784220698,172.84750471159373,1.2478559800040636
Smith's Bar,Barefoot,Mean,94.23048170731705,138.55345696627748,1.8800348825986841
Smith's Bar,Barefoot,Intermittent Mean,94.23048170731705,138.55345696627748,1.8800348825986841
Smith's Bar,Barefoot,MA-7,91.41880952380951,138.32886143013621,1.8239379414852426
Smith's Bar,Barefoot,MA-14,113.43190476190479,142.8556052797017,2.2631311427906384
Smith's Bar,Barefoot,MA-30,95.63795555555558,138.70555969350647,1.908116028774427
Smith's Bar,Barefoot,Croston,99.31378265502063,139.22685016842019,1.98145411475451
Smith's Bar,Barefoot,SBA,96.85417685560294,138.8582275116097,1.9323814090167846
Smith's Bar,Budweiser,Mean,85.46685185185184,145.27732887964754,1.3396618226234929
Smith's Bar,Budweiser,Intermittent Mean,85.46685185185184,145.27732887964754,1.3396618226234929
Smith's Bar,Budweiser,MA-7,63.797333333333334,156.23488180727549,1.0
Smith's Bar,Budweiser,MA-14,79.83233333333332,147.35534076397323,1.2513427938471826
Smith's Bar,Budweiser,MA-30,92.89713333333334,143.43380758500882,1.456128782812239
Smith's Bar,Budweiser,Croston,89.92152974703359,144.04716187432447,1.409487278679886
Smith's Bar,Budweiser,SBA,88.61531992634856,144.36940088351034,1.3890129147458916
Smith's Bar,Captain Morgan,Mean,77.36997619047618,103.90023619635151,2.9080626512407104
Smith's Bar,Captain Morgan,Intermittent Mean,77.36997619047617,103.9002361963515,2.9080626512407095
Smith's Bar,Captain Morgan,MA-7,49.33561904761904,97.16259088358485,1.8543507209438848
Smith's Bar,Captain Morgan,MA-14,64.56304761904761,99.35634327568445,2.4266956857916058
Smith's Bar,Captain Morgan,MA-30,57.05306666666668,97.81872866174453,2.144422170993285
Smith's Bar,Captain Morgan,Croston,67.59187315999867,100.21892286078088,2.5405384820085697
Smith's Bar,Captain Morgan,SBA,65.54254616866544,99.62037113119335,2.4635115579081424
Smith's Bar,Coors,Mean,87.4691661506708,141.56349449196287,1.4612777932886296
Smith's Bar,Coors,Intermittent Mean,87.46916615067082,141.56349449196284,1.4612777932886298
Smith's Bar,Coors,MA-7,59.85800000000001,152.5880840913427,1.0
Smith's Bar,Coors,MA-14,59.85800000000001,152.5880840913427,1.0
Smith's Bar,Coors,MA-30,69.19222222222223,147.65831206012223,1.1559394270143042
Smith's Bar,Coors,Croston,80.95446480154672,143.16470828182565,1.3524418590922969
Smith's Bar,Coors,SBA,79.8996415614694,143.48490271448003,1.3348197661376822
Smith's Bar,Grey Goose,Mean,145.22098009950247,206.53104453922003,1.17108341903329
Smith's Bar,Grey Goose,Intermittent Mean,145.22098009950247,206.53104453922,1.17108341903329
Smith's Bar,Grey Goose,MA-7,143.06376190476192,208.51429032856356,1.1536872930922129
Smith's Bar,Grey Goose,MA-14,141.939,209.62015986859024,1.1446170470704298
Smith's Bar,Grey Goose,MA-30,138.55811111111115,213.23140120692048,1.1173530600304113
Smith's Bar,Grey Goose,Croston,142.4494436113988,209.11226696024588,1.14873333969737
Smith's Bar,Grey Goose,SBA,141.5272547641622,210.03708797081373,1.1412966727125013
Smith's Bar,Heineken,Mean,99.84224948875251,173.23484329081225,1.5157852709509252
Smith's Bar,Heineken,Intermittent Mean,99.84224948875251,173.23484329081225,1.5157852709509252
Smith's Bar,Heineken,MA-7,96.85480952380954,173.74150967891984,1.4704305486775568
Smith's Bar,Heineken,MA-14,127.36723809523806,173.0672300631598,1.9336642002262807
Smith's Bar,Heineken,MA-30,123.42082222222226,172.5907294516906,1.8737504955171518
Smith's Bar,Heineken,Croston,100.29623331538338,173.16610706557998,1.5226775635543135
Smith's Bar,Heineken,SBA,98.57483831628088,173.43828966457372,1.4965436853765979
Smith's Bar,Jack Daniels,Mean,86.05457142857138,132.89967051294363,1.6602381656723182
Smith's Bar,Jack Daniels,Intermittent Mean,86.05457142857138,132.89967051294363,1.6602381656723182
Smith's Bar,Jack Daniels,MA-7,51.83266666666667,142.6488624092974,1.0
Smith's Bar,Jack Daniels,MA-14,90.43028571428573,133.03699418329674,1.7446581765865619
Smith's Bar,Jack Daniels,MA-30,69.8448888888889,135.19550196536372,1.3475071490737291
Smith's Bar,Jack Daniels,Croston,82.33856767621052,133.0374527845216,1.5885458528639054
Smith's Bar,Jack Daniels,SBA,80.81327262573336,133.16152449259422,1.5591185602207107
Smith's Bar,Jameson,Mean,108.24659621451103,173.56643891555973,1.3207408120464015
Smith's Bar,Jameson,Intermittent Mean,108.24659621451103,173.5664389155597,1.3207408120464015
Smith's Bar,Jameson,MA-7,96.30033333333333,179.1384672536862,1.1749817998430108
Smith's Bar,Jameson,MA-14,128.62833333333333,170.55425472558576,1.5694229228435355
Smith's Bar,Jameson,MA-30,118.12913333333333,171.04951122116657,1.4413198469153274
Smith's Bar,Jameson,Croston,113.14044547711805,172.0754306834547,1.3804517560868002
Smith's Bar,Jameson,SBA,111.58137320326215,172.4988586414063,1.3614291682824602
Smith's Bar,Jim Beam,Mean,80.88732,95.59312019496444,4.357135726213348
Smith's Bar,Jim Beam,Intermittent Mean,80.88732,95.59312019496444,4.357135726213348
Smith's Bar,Jim Beam,MA-7,77.94833333333334,93.74290182906296,4.198822114089742
Smith's Bar,Jim Beam,MA-14,88.12857142857143,100.49533107559374,4.747198288576918
Smith's Bar,Jim Beam,MA-30,86.22124444444447,99.1593247237327,4.644456813842554
Smith's Bar,Jim Beam,Croston,87.76139597830051,100.23576781041156,4.727419746375694
Smith's Bar,Jim Beam,SBA,84.30154284605212,97.84621801610099,4.541048759056907
Smith's Bar,Malibu,Mean,112.48039797979798,158.87346038337054,1.470146229624117
Smith's Bar,Malibu,Intermittent Mean,112.48039797979798,158.87346038337054,1.470146229624117
Smith's Bar,Malibu,MA-7,121.95423809523808,158.8530181455347,1.5939716301021407
Smith's Bar,Malibu,MA-14,118.77328571428569,158.6382317451392,1.5523958068168164
Smith's Bar,Malibu,MA-30,99.61437777777778,162.04960937729328,1.301984208240934
Smith's Bar,Malibu,Croston,106.45423087388863,159.91650006286855,1.3913827560860104
Smith's Bar,Malibu,SBA,104.95700266352755,160.29816461090914,1.37181361828171
Smith's Bar,Miller,Mean,90.45082208588956,135.10322835955847,1.7549181644354608
Smith's Bar,Miller,Intermittent Mean,90.45082208588956,135.10322835955847,1.7549181644354608
Smith's Bar,Miller,MA-7,51.541333333333334,144.4397431226369,1.0
Smith's Bar,Miller,MA-14,74.8941904761905,135.9374049632008,1.4530898917928103
Smith's Bar,Miller,MA-30,75.10844444444446,135.89874185829194,1.457246826710817
Smith's Bar,Miller,Croston,89.04208375049386,135.01300861395976,1.727585958528311
Smith's Bar,Miller,SBA,87.16704622963583,134.9441731088728,1.6912066606018954
Smith's Bar,Smirnoff,Mean,110.09079245283014,169.39522770065807,1.2364704197855199
Smith's Bar,Smirnoff,Intermittent Mean,110.09079245283014,169.39522770065807,1.2364704197855199
Smith's Bar,Smirnoff,MA-7,167.04166666666666,181.29595498543708,1.876106757915308
Smith's Bar,Smirnoff,MA-14,128.03900000000002,163.69365158901002,1.438053378957654
Smith's Bar,Smirnoff,MA-30,119.20446666666668,165.41069242947987,1.3388294666222404
Smith's Bar,Smirnoff,Croston,109.49346412121255,169.73159654296978,1.2297616043025044
Smith's Bar,Smirnoff,SBA,108.47060758181861,170.32838661094135,1.2182735240873794
Smith's Bar,Sutter Home,Mean,96.0782282828283,125.59223214427205,1.5037991394028567
Smith's Bar,Sutter Home,Intermittent Mean,96.0782282828283,125.59223214427205,1.5037991394028567
Smith's Bar,Sutter Home,MA-7,114.09985714285718,129.1359992929987,1.7858704312523623
Smith's Bar,Sutter Home,MA-14,123.13414285714288,134.11919326735853,1.927273445494773
Smith's Bar,Sutter Home,MA-30,125.26917777777778,135.57956756663432,1.9606906278640661
Smith's Bar,Sutter Home,Croston,113.07377448408447,128.6988801856856,1.7698103701251282
Smith's Bar,Sutter Home,SBA,110.61460242654694,127.76313648500806,1.7313198516188721
Smith's Bar,Yellow Tail,Mean,117.91088551165146,167.66421972127193,1.5064890017075985
Smith's Bar,Yellow Tail,Intermittent Mean,117.91088551165146,167.66421972127193,1.5064890017075985
Smith's Bar,Yellow Tail,MA-7,78.26866666666666,184.63064801561703,1.0
Smith's Bar,Yellow Tail,MA-14,146.09438095238096,170.79735457015505,1.866575568159003
Smith's Bar,Yellow Tail,MA-30,133.48926666666668,167.7855344887236,1.7055262642351563
Smith's Bar,Yellow Tail,Croston,122.22950398422284,167.29464441506093,1.561665851608002
Smith's Bar,Yellow Tail,SBA,120.031462118345,167.4441907987389,1.5335825590276015
Taylor's Bar,Absolut,Mean,91.7213592039801,153.15060707977568,1.6734420580912261
Taylor's Bar,Absolut,Intermittent Mean,91.7213592039801,153.15060707977568,1.6734420580912261
Taylor's Bar,Absolut,MA-7,123.65847619047622,157.99326168357618,2.256129833798143
Taylor's Bar,Absolut,MA-14,89.23423809523807,153.2872274827676,1.6280649168990708
Taylor's Bar,Absolut,MA-30,97.35188888888892,153.1186520407549,1.7761702041395535
Taylor's Bar,Absolut,Croston,90.96244733873186,153.1843475975125,1.6595958281104153
Taylor's Bar,Absolut,SBA,89.15482497179524,153.29282392373804,1.6266160367048939
Taylor's Bar,Bacardi,Mean,81.55345647558389,146.46634413276539,2.0889182263667396
Taylor's Bar,Bacardi,Intermittent Mean,81.55345647558387,146.46634413276539,2.088918226366739
Taylor's Bar,Bacardi,MA-7,39.041000000000004,151.24930683036754,1.0
Taylor's Bar,Bacardi,MA-14,39.041000000000004,151.24930683036754,1.0
Taylor's Bar,Bacardi,MA-30,75.8986,146.16535945519604,1.9440741784278066
Taylor's Bar,Bacardi,Croston,98.71400095533791,149.13395342568452,2.528470094396606
Taylor's Bar,Bacardi,SBA,95.73035090757101,148.48406963173423,2.452046589676776
Taylor's Bar,Barefoot,Mean,86.43104437564502,113.94277997295058,1.771466763636044
Taylor's Bar,Barefoot,Intermittent Mean,86.43104437564502,113.94277997295058,1.771466763636044
Taylor's Bar,Barefoot,MA-7,133.39685714285713,142.94554610655302,2.7340650631853864
Taylor's Bar,Barefoot,MA-14,177.20142857142855,183.5721880929257,3.6318714352081383
Taylor's Bar,Barefoot,MA-30,105.99726666666669,122.29384890364136,2.172490640286394
Taylor's Bar,Barefoot,Croston,97.0643017056462,117.43610446993418,1.9894030628599637
Taylor's Bar,Barefoot,SBA,94.65061995369719,116.41586797240849,1.9399329097169646
Taylor's Bar,Budweiser,Mean,99.57736196319016,152.20840044865838,2.02582418446495
Taylor's Bar,Budweiser,Intermittent Mean,99.57736196319016,152.20840044865838,2.02582418446495
Taylor's Bar,Budweiser,MA-7,63.547142857142845,154.74489258790038,1.2928173263039193
Taylor's Bar,Budweiser,MA-14,62.50657142857141,155.0120667669693,1.2716477077871875
Taylor's Bar,Budweiser,MA-30,63.533999999999985,154.74820181507766,1.2925499450705942
Taylor's Bar,Budweiser,Croston,80.89442939961513,151.8707252553655,1.6457344142819534
Taylor's Bar,Budweiser,SBA,79.30740792963438,152.00743031784322,1.613447693567856
Taylor's Bar,Captain Morgan,Mean,107.82462235649545,179.07174421577236,1.7540825275442289
Taylor's Bar,Captain Morgan,Intermittent Mean,107.82462235649545,179.07174421577236,1.7540825275442289
Taylor's Bar,Captain Morgan,MA-7,134.0633333333333,182.9518102670755,2.1809318265622624
Taylor's Bar,Captain Morgan,MA-14,97.76699999999998,179.4633140737497,1.590465913281131
Taylor's Bar,Captain Morgan,MA-30,99.40160000000004,179.32836367215683,1.6170574582998942
Taylor's Bar,Captain Morgan,Croston,102.16069225566831,179.16326624436235,1.6619421554291745
Taylor's Bar,Captain Morgan,SBA,100.12619097621823,179.27737551368517,1.6288450476577157
Taylor's Bar,Coors,Mean,73.5613783783784,126.6148319189442,1.4713354655017046
Taylor's Bar,Coors,Intermittent Mean,73.56137837837838,126.6148319189442,1.4713354655017044
Taylor's Bar,Coors,MA-7,62.872333333333344,129.3471785673477,1.257538886184987
Taylor's Bar,Coors,MA-14,71.99061904761903,126.86332916088209,1.4399179749372093
Taylor's Bar,Coors,MA-30,76.47173333333332,126.29661519745228,1.5295468334344515
Taylor's Bar,Coors,Croston,72.16518732124547,126.83306720975351,1.4434095964619833
Taylor's Bar,Coors,SBA,71.05674462184986,127.03641449665955,1.4212391166388838
Taylor's Bar,Grey Goose,Mean,116.06688643533121,144.51850882077824,1.736722276119334
Taylor's Bar,Grey Goose,Intermittent Mean,116.06688643533121,144.51850882077824,1.736722276119334
Taylor's Bar,Grey Goose,MA-7,125.5872857142857,147.03963008746484,1.87917711412796
Taylor's Bar,Grey Goose,MA-14,143.40557142857145,156.04328342996837,2.1457941887532948
Taylor's Bar,Grey Goose,MA-30,142.57460000000003,155.50894760466716,2.1333602669419887
Taylor's Bar,Grey Goose,Croston,142.4054152931142,155.4014447268675,2.1308287365610896
Taylor's Bar,Grey Goose,SBA,138.6266945284585,153.1160741542365,2.0742872997330357
Taylor's Bar,Heineken,Mean,65.84566666666665,134.97198286280258,1.5453948037520628
Taylor's Bar,Heineken,Intermittent Mean,65.84566666666665,134.97198286280258,1.5453948037520628
Taylor's Bar,Heineken,MA-7,42.60766666666667,140.88637725723046,1.0
Taylor's Bar,Heineken,MA-14,54.968238095238085,137.00751110983003,1.2901020495976017
Taylor's Bar,Heineken,MA-30,61.55753333333334,135.61540123206262,1.444752509329307
Taylor's Bar,Heineken,Croston,68.1743470391385,134.71067505375885,1.6000488262473538
Taylor's Bar,Heineken,SBA,66.89601302051491,134.84640437100242,1.5700463849349864
Taylor's Bar,Jack Daniels,Mean,127.31102828282827,180.03837553523778,1.2880256195021174
Taylor's Bar,Jack Daniels,Intermittent Mean,127.31102828282827,180.03837553523778,1.2880256195021174
Taylor's Bar,Jack Daniels,MA-7,98.842,201.87105698110037,1.0
Taylor's Bar,Jack Daniels,MA-14,98.842,201.87105698110037,1.0
Taylor's Bar,Jack Daniels,MA-30,99.76584444444443,200.90916928165433,1.009346678987115
Taylor's Bar,Jack Daniels,Croston,125.24938812526891,181.01835739076049,1.2671676830220848
Taylor's Bar,Jack Daniels,SBA,123.92901871900546,181.69963952354811,1.2538092988709806
Taylor's Bar,Jameson,Mean,105.60169918699185,153.36526396555857,1.503562348713476
Taylor's Bar,Jameson,Intermittent Mean,105.60169918699185,153.36526396555857,1.503562348713476
Taylor's Bar,Jameson,MA-7,114.58719047619051,152.99367170741735,1.6314982293966935
Taylor's Bar,Jameson,MA-14,92.41076190476194,156.52668346243172,1.3157491146983469
Taylor's Bar,Jameson,MA-30,125.85073333333331,154.5894742147731,1.7918691238378186
Taylor's Bar,Jameson,Croston,106.41564384388609,153.2713818621786,1.5151513340183018
Taylor's Bar,Jameson,SBA,104.60657831835843,153.49625536220282,1.4893937673173863
Taylor's Bar,Jim Beam,Mean,163.5421818181818,251.88116072789336,1.1415069716442894
Taylor's Bar,Jim Beam,Intermittent Mean,163.5421818181818,251.8811607278934,1.1415069716442894
Taylor's Bar,Jim Beam,MA-7,143.26866666666666,277.7990951869114,1.0
Taylor's Bar,Jim Beam,MA-14,147.58080952380953,271.35386255798176,1.030098296839571
Taylor's Bar,Jim Beam,MA-30,162.2171111111111,253.21022685244503,1.132258119554714
Taylor's Bar,Jim Beam,Croston,162.740383171583,252.67874032310868,1.1359105026796952
Taylor's Bar,Jim Beam,SBA,161.7667973463372,253.67449561324298,1.1291149775457106
Taylor's Bar,Malibu,Mean,118.33541516966069,169.9678635734872,1.2951658166478124
Taylor's Bar,Malibu,Intermittent Mean,118.33541516966069,169.9678635734872,1.2951658166478124
Taylor's Bar,Malibu,MA-7,105.815,177.23044088605846,1.1581314916764256
Taylor's Bar,Malibu,MA-14,116.96100000000003,170.57412519624006,1.2801230203465148
Taylor's Bar,Malibu,MA-30,119.69817777777779,169.4151575709145,1.310081077169851
Taylor's Bar,Malibu,Croston,116.5824563385671,170.74964734765788,1.2759799089229928
Taylor's Bar,Malibu,SBA,115.32168352163876,171.36063613119234,1.2621809134768434
Taylor's Bar,Miller,Mean,43.91895705521475,43.91895705521473,
Taylor's Bar,Miller,Intermittent Mean,43.91895705521475,43.91895705521473,
Taylor's Bar,Miller,MA-7,0.0,0.0,
Taylor's Bar,Miller,MA-14,0.0,0.0,
Taylor's Bar,Miller,MA-30,18.261999999999997,18.262,
Taylor's Bar,Miller,Croston,65.40626523107063,65.40626523107063,
Taylor's Bar,Miller,SBA,62.13595196951708,62.135951969517095,
Taylor's Bar,Smirnoff,Mean,133.1803190184049,182.23413629871783,1.1798676942970974
Taylor's Bar,Smirnoff,Intermittent Mean,133.1803190184049,182.23413629871786,1.1798676942970974
Taylor's Bar,Smirnoff,MA-7,136.57590476190475,179.59474376995536,1.2099497811362017
Taylor's Bar,Smirnoff,MA-14,160.32090476190473,177.13291605199083,1.4203108810913152
Taylor's Bar,Smirnoff,MA-30,152.84555555555556,174.80832850105662,1.3540854575665227
Taylor's Bar,Smirnoff,Croston,132.13033078450798,183.15730892301863,1.1705656652458243
Taylor's Bar,Smirnoff,SBA,131.16768091194928,184.04699956379486,1.1620373819835332
Taylor's Bar,Sutter Home,Mean,103.7184726368159,228.7873436369496,1.354999969126865
Taylor's Bar,Sutter Home,Intermittent Mean,103.7184726368159,228.78734363694957,1.354999969126865
Taylor's Bar,Sutter Home,MA-7,76.54500000000002,238.58380993548857,1.0
Taylor's Bar,Sutter Home,MA-14,76.54500000000002,238.58380993548857,1.0
Taylor's Bar,Sutter Home,MA-30,126.68700000000005,225.97537822146313,1.6550656476582406
Taylor's Bar,Sutter Home,Croston,108.18439524764771,227.8356586046678,1.413343722616078
Taylor's Bar,Sutter Home,SBA,106.60242548526536,228.15073377556678,1.3926765364852747
Taylor's Bar,Yellow Tail,Mean,110.97864278296989,177.59128321924752,1.2597419050694871
Taylor's Bar,Yellow Tail,Intermittent Mean,110.97864278296989,177.59128321924752,1.2597419050694871
Taylor's Bar,Yellow Tail,MA-7,88.09633333333333,193.02152904965462,1.0
Taylor's Bar,Yellow Tail,MA-14,88.09633333333333,193.02152904965462,1.0
Taylor's Bar,Yellow Tail,MA-30,88.09633333333333,193.02152904965462,1.0
Taylor's Bar,Yellow Tail,Croston,113.91571714923197,176.2703748685621,1.2930812536567768
Taylor's Bar,Yellow Tail,SBA,112.62474795843706,176.83106222744198,1.2784271909739384
Thomas's Bar,Absolut,Mean,78.88493333333334,109.19539298734702,2.198638014809034
Thomas's Bar,Absolut,Intermittent Mean,78.88493333333335,109.19539298734702,2.1986380148090343
Thomas's Bar,Absolut,MA-7,87.92785714285715,112.41506697348474,2.450677475483072
Thomas's Bar,Absolut,MA-14,61.90342857142857,106.79663347566111,1.725338737741536
Thomas's Bar,Absolut,MA-30,64.76646666666667,106.85368078826298,1.8051357804472439
Thomas's Bar,Absolut,Croston,74.67279141577212,108.14390244019053,2.081239483145353
Thomas's Bar,Absolut,SBA,72.73310184498354,107.75924260826588,2.0271775089880855
Thomas's Bar,Bacardi,Mean,101.43170459081833,150.0437048035814,1.9586577782584527
Thomas's Bar,Bacardi,Intermittent Mean,101.43170459081834,150.04370480358142,1.958657778258453
Thomas's Bar,Bacardi,MA-7,91.09195238095239,149.20860896790123,1.7589959844158187
Thomas's Bar,Bacardi,MA-14,106.51552380952384,150.93637906190716,2.0568269068967457
Thomas's Bar,Bacardi,MA-30,128.0212222222222,158.0559029689601,2.4721043947673875
Thomas's Bar,Bacardi,Croston,117.9148095187992,154.0572278986073,2.2769484133934794
Thomas's Bar,Bacardi,SBA,114.60838570952586,152.99603287708507,2.2131009927238043
Thomas's Bar,Barefoot,Mean,121.66344680851064,174.6744533146003,1.3217487395091365
Thomas's Bar,Barefoot,Intermittent Mean,121.66344680851064,174.67445331460033,1.3217487395091365
Thomas's Bar,Barefoot,MA-7,103.62752380952378,184.7284577080935,1.1258069088677976
Thomas's Bar,Barefoot,MA-14,119.57495238095241,175.53488509691283,1.2990593866302744
Thomas's Bar,Barefoot,MA-30,115.31044444444446,177.5472685997231,1.2527298756919751
Thomas's Bar,Barefoot,Croston,118.03092810083623,176.22425542966656,1.28228514424647
Thomas's Bar,Barefoot,SBA,116.7317483624611,176.8389473230794,1.2681708870341468
Thomas's Bar,Budweiser,Mean,107.78219631901837,168.64295053458366,1.196565094631054
Thomas's Bar,Budweiser,Intermittent Mean,107.78219631901837,168.64295053458366,1.196565094631054
Thomas's Bar,Budweiser,MA-7,116.5363333333333,163.8180255140848,1.2937508557556736
Thomas's Bar,Budweiser,MA-14,103.3063333333333,171.85024318671574,1.1468754278778366
Thomas's Bar,Budweiser,MA-30,111.41420000000002,166.40160855192073,1.2368864925674155
Thomas's Bar,Budweiser,Croston,112.37766253813781,165.86326118732936,1.2475825600302464
Thomas's Bar,Budweiser,SBA,111.26259607789756,166.48849196380147,1.2352034320287337
Thomas's Bar,Captain Morgan,Mean,103.23629399585921,157.6063807190835,1.3952233193720895
Thomas's Bar,Captain Morgan,Intermittent Mean,103.23629399585919,157.6063807190835,1.395223319372089
Thomas's Bar,Captain Morgan,MA-7,107.45019047619047,156.84200900928306,1.4521735101161892
Thomas's Bar,Captain Morgan,MA-14,117.48942857142856,156.62005929544108,1.5878523354309244
Thomas's Bar,Captain Morgan,MA-30,108.85257777777777,156.67518990893228,1.47112656809834
Thomas's Bar,Captain Morgan,Croston,104.50201803459595,157.33549216982914,1.4123293934704695
Thomas's Bar,Captain Morgan,SBA,102.97655046619944,157.66633073219103,1.3917129237969454
Thomas's Bar,Coors,Mean,53.93230173292559,98.06577856348733,3.031494139226125
Thomas's Bar,Coors,Intermittent Mean,53.932301732925595,98.06577856348733,3.0314941392261257
Thomas's Bar,Coors,MA-7,86.01466666666668,110.62338406275862,4.834819755677135
Thomas's Bar,Coors,MA-14,81.73733333333332,108.40485377591204,4.59439406430338
Thomas's Bar,Coors,MA-30,66.96706666666668,101.96381937890192,3.764168477853557
Thomas's Bar,Coors,Croston,54.785417552661876,98.26494419410928,3.0794471381620627
Thomas's Bar,Coors,SBA,52.935680008362134,97.84341208544643,2.975474781253961
Thomas's Bar,Grey Goose,Mean,174.80397061803444,233.84646867316914,1.08981616909245
Thomas's Bar,Grey Goose,Intermittent Mean,174.80397061803444,233.84646867316914,1.08981616909245
Thomas's Bar,Grey Goose,MA-7,165.72023809523807,254.50730883521643,1.0331835963651055
Thomas's Bar,Grey Goose,MA-14,171.9232380952381,239.6606533012508,1.0718562287600075
Thomas's Bar,Grey Goose,MA-30,170.82339999999996,242.06976546488042,1.0649992830319641
Thomas's Bar,Grey Goose,Croston,173.96524233127693,235.46318058124734,1.0845871136816845
Thomas's Bar,Grey Goose,SBA,173.28686354804643,236.8170608712592,1.0803577579976003
Thomas's Bar,Heineken,Mean,64.0579357798165,120.36306535472818,2.0472552955656234
Thomas's Bar,Heineken,Intermittent Mean,64.0579357798165,120.36306535472818,2.0472552955656234
Thomas's Bar,Heineken,MA-7,80.00500000000001,122.74274622151812,2.5569144232920347
Thomas's Bar,Heineken,MA-14,55.647333333333336,120.22853587369903,1.7784572116460173
Thomas's Bar,Heineken,MA-30,42.656577777777784,121.55267587575172,1.3632800321014749
Thomas's Bar,Heineken,Croston,58.567044125315356,120.1864912433848,1.8717695125754623
Thomas's Bar,Heineken,SBA,57.20317525238293,120.19438151602586,1.828181036946689
Thomas's Bar,Jack Daniels,Mean,109.23027760577916,151.64141748139636,1.6208116294995845
Thomas's Bar,Jack Daniels,Intermittent Mean,109.23027760577915,151.6414174813964,1.6208116294995842
Thomas's Bar,Jack Daniels,MA-7,67.39233333333334,165.9258323368205,1.0
Thomas's Bar,Jack Daniels,MA-14,96.51590476190474,152.79100971288082,1.432149622784561
Thomas's Bar,Jack Daniels,MA-30,84.22553333333332,156.64308096291887,1.2497791539096927
Thomas's Bar,Jack Daniels,Croston,104.9481689390074,151.69933511848978,1.557271632366798
Thomas's Bar,Jack Daniels,SBA,103.07037715872369,151.83057375659166,1.5294080507484582
Thomas's Bar,Jameson,Mean,68.50306187624753,114.41023667087842,2.3048706933228202
Thomas's Bar,Jameson,Intermittent Mean,68.5030618762475,114.4102366708784,2.304870693322819
Thomas's Bar,Jameson,MA-7,29.720999999999997,117.24851107796636,1.0
Thomas's Bar,Jameson,MA-14,29.720999999999997,117.24851107796636,1.0
Thomas's Bar,Jameson,MA-30,29.720999999999997,117.24851107796636,1.0
Thomas's Bar,Jameson,Croston,86.71943710054782,119.00932920999395,2.9177832879293373
Thomas's Bar,Jameson,SBA,83.86951524552045,118.05492681519173,2.821894123532871
Thomas's Bar,Jim Beam,Mean,84.62883434343433,91.95414219166908,1.8314097557531468
Thomas's Bar,Jim Beam,Intermittent Mean,84.62883434343433,91.95414219166908,1.8314097557531468
Thomas's Bar,Jim Beam,MA-7,142.50519047619048,153.7056799420977,3.0838826755482005
Thomas's Bar,Jim Beam,MA-14,113.8944761904762,119.20574900403187,2.4647326935304203
