Bar Name,Brand Name,Model,forecast_daily_ml,mean_error,sigma_error,safety_stock_ml,rop_ml,par_level_ml,current_inventory_ml,forecast_original_ml,forecast_adjusted_ml,forecast_adjustment_flag,lead_time_demand_original_ml,rop_original_ml,par_original_ml,lead_time_demand_ml,recommended_order_ml,service_level,mean_stockout_days,mean_lost_demand_ml,mean_ending_inventory_ml,mean_order_quantity_ml
Thomas's Bar,Bacardi,Mean,66.38681318681321,15.68908608535725,168.36896769021175,732.7204722877726,1197.4281645954652,1662.1358569031577,2401.21,66.38681318681321,66.38681318681321,False,464.70769230769247,1197.4281645954652,1662.1358569031577,464.70769230769247,0.0,0.9750025853699337,0.452,51.12286459252213,1170.5774620949137,516.0251337984481
Thomas's Bar,Barefoot,MA-7,106.89285714285718,17.180880952380953,147.3180882323403,641.1097048759033,1389.3597048759034,2137.609704875904,668.189999999999,106.89285714285718,106.89285714285718,False,748.2500000000002,1389.3597048759034,2137.609704875904,748.2500000000002,1469.4197048759047,0.9599387968043143,0.766,70.89476413173759,1664.4108466466485,787.1881466525675
Thomas's Bar,Budweiser,Intermittent Mean,42.33455056179778,24.87852456041998,155.94708113779788,678.6619916410509,975.0038455736354,1271.34569950622,3436.72,42.33455056179778,42.33455056179778,False,296.3418539325845,975.0038455736354,1271.34569950622,296.3418539325845,0.0,0.9955812627420655,0.042,5.474280000000002,2220.595156581236,39.00209295555981
Thomas's Bar,Captain Morgan,MA-7,128.29857142857142,-0.9435952380952422,139.55435568505192,607.3229218552231,1505.412921855223,2403.5029218552227,5400.48999999999,128.29857142857142,128.29857142857142,False,898.0899999999999,1505.412921855223,2403.5029218552227,898.0899999999999,0.0,1.0,0.0,0.0,3733.3448809059623,19.577068561630263
Thomas's Bar,Coors,MA-30,17.790666666666663,-2.996833333333334,104.2601631136888,453.7270555582521,578.2617222249188,702.7963888915854,2314.81,17.790666666666663,17.790666666666663,False,124.53466666666664,578.2617222249188,702.7963888915854,124.53466666666664,0.0,0.9908856398778131,0.156,10.307828888867322,1226.1718005558089,85.19852166723294
Thomas's Bar,Grey Goose,MA-7,214.1228571428572,60.23995238095238,187.2833162373667,815.033327148215,2313.8933271482156,3812.753327148216,4810.54999999999,214.1228571428572,214.1228571428572,False,1498.8600000000006,2313.8933271482156,3812.753327148216,1498.8600000000006,0.0,1.0,0.0,0.0,3253.4107815330176,584.8539138096451
Thomas's Bar,Heineken,MA-14,67.04928571428574,11.921928571428571,116.68272884837768,507.7884919204132,977.1334919204135,1446.4784919204135,146.87,67.04928571428574,67.04928571428574,False,469.3450000000002,977.1334919204135,1446.4784919204135,469.3450000000002,1299.6084919204136,0.8194196225879407,2.508,200.74712445245683,1149.4730341466418,689.8390894219425
Thomas's Bar,Jack Daniels,MA-30,67.39233333333331,5.266583333333335,168.3631003573936,732.6949383967441,1204.4412717300772,1676.1876050634105,6263.55999999999,67.39233333333331,67.39233333333331,False,471.74633333333315,1204.4412717300772,1676.1876050634105,471.74633333333315,0.0,1.0,0.0,0.0,4148.979919999991,4.276805630380519
Thomas's Bar,Jameson,MA-30,29.720999999999997,-6.707499999999997,120.02045318913558,522.313846496598,730.360846496598,938.4078464965979,871.56,29.720999999999997,29.720999999999997,False,208.04699999999997,730.360846496598,938.4078464965979,208.04699999999997,66.84784649659798,0.8666938247927753,2.202,170.8041118485037,644.9216122940811,326.4128605796237
Thomas's Bar,Jim Beam,Intermittent Mean,69.88374999999999,-3.764634154040408,150.0941820956446,653.190914581828,1142.3771645818279,1631.563414581828,1809.68,69.88374999999999,69.88374999999999,False,489.18625,1142.3771645818279,1631.563414581828,489.18625,0.0,0.9608237505184566,0.812,82.92526049607116,1090.7109989778269,569.2105942610327
Thomas's Bar,Malibu,Intermittent Mean,59.55038461538462,-5.472192138748423,136.68752611566532,594.8468418217905,1011.6995341294828,1428.5522264371752,4622.11,59.55038461538462,59.55038461538462,False,416.85269230769234,1011.6995341294828,1428.5522264371752,416.85269230769234,0.0,1.0,0.0,0.0,2850.4193511701196,17.575573510361373
Thomas's Bar,Miller,MA-7,78.46285714285712,44.49619047619047,170.94699691198736,743.9397297012093,1293.179729701209,1842.4197297012088,1734.62999999999,78.46285714285712,78.46285714285712,False,549.2399999999998,1293.179729701209,1842.4197297012088,549.2399999999998,107.78972970121868,0.9645881921902573,0.592,66.07418324780664,1370.6575799725629,482.05282609675993
Thomas's Bar,Smirnoff,Intermittent Mean,58.84024725274727,19.61037220261052,166.7326850648792,725.5995770629714,1137.4813078322022,1549.3630386014333,4758.09,58.84024725274727,58.84024725274727,False,411.8817307692309,1137.4813078322022,1549.3630386014333,411.8817307692309,0.0,1.0,0.0,0.0,3013.8641643088117,5.8382529264343965
Thomas's Bar,Sutter Home,SBA,25.621767590001255,8.01695399890254,114.12851468499333,496.6728746318248,676.0252477618336,855.3776208918424,933.19,25.621767590001255,25.621767590001255,False,179.3523731300088,676.0252477618336,855.3776208918424,179.3523731300088,0.0,0.8769453679346609,2.146,140.02414146952518,597.0644281641761,374.80796921596374
Thomas's Bar,Yellow Tail,MA-30,102.16133333333333,23.60683333333333,157.45203645948214,685.2113670348907,1400.3407003682241,2115.4700337015574,2389.47,102.16133333333333,102.16133333333333,False,715.1293333333333,1400.3407003682241,2115.4700337015574,715.1293333333333,0.0,0.9992896716904311,0.032,1.0736596629844266,1750.8328909380295,441.1461808533751
